Ticker,IQ_PE_EXCL,IQ_PE_NORMALIZED,IQ_PBV,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_DEBT_CAPITAL,IQ_NI_MARGIN,IQ_NI_NORM_MARGIN,IQ_RETURN_COMMON_EQUITY,IQ_RETURN_ASSETS,IQ_BETA_2YR,IQ_BETA_5YR,IQ_MarketCap,predictions
RSG,26.40046,35.82614,3.55458,112.0022,52.8306,10.5816,7.815,13.6481,4.9306,0.58767,0.4983,28349.62566,5
WEC,25.81845,37.60784,2.79533,121.0084,54.7528,14.3105,9.8032,11.0469,2.7857,0.18279,-0.01194,28240.948819999998,5
PCAR,11.60493,14.28151,2.81482,109.661,52.3039,9.4506,7.6754,25.4493,7.3036,1.20695,1.32391,28154.112510000003,0
STT,15.1914,16.30157,1.30147,91.9962,49.5477,18.3366,15.448,9.0557,0.8863,1.30376,1.5752,28431.70465,4
AZO,18.48747,23.55142,3.26712,91.9962,146.6684,13.6316,10.7013,15.1807,14.3958,0.49891,0.62439,29446.45365,2
MSI,26.84352,31.46798,3.26712,91.9962,120.6005,13.4835,11.5148,15.1807,11.2031,0.80776,0.57453,27718.74229,2
CMI,11.22339,14.52278,3.53205,35.622,26.2656,10.5269,8.1325,33.851,9.0307,1.24815,1.1563,27553.89878,0
WMB,178.5757,27.49395,1.9974,133.2819,57.1334,1.8679,11.8974,1.0424,3.0944,0.94727,1.54066,28107.412510000002,1
FLT,28.84538,42.13013,6.84724,117.111,53.9406,37.0774,25.3891,25.7703,6.4602,0.92379,1.11404,26299.90593,4
SBAC,201.54442,216.89465,3.26712,91.9962,140.4536,6.8919,6.3777,15.1807,4.6188,0.61033,0.60721,26547.93966,1
CTAS,30.51203,41.21854,8.68129,99.8302,49.9575,13.1793,9.6366,28.5229,9.9003,0.9405,0.96087,26708.08494,0
DFS,9.54263,11.31067,2.38086,208.7394,67.6102,36.1264,29.9234,26.695,2.7106,1.43144,1.61837,26403.43095,4
ES,29.21209,31.58808,2.16862,127.4914,56.0423,10.4607,9.6864,7.5674,2.9555,0.347,0.18654,26337.98932,5
FE,21.35017,26.69328,3.59465,289.4526,74.3229,10.6768,8.9088,17.0799,3.4466,0.38061,0.19297,25945.76817,5
PH,17.92,21.54429,4.26445,151.4009,60.2229,10.4091,8.6576,24.1933,7.3276,1.42508,1.5696,26507.40826,0
KLAC,22.87175,33.14255,9.67713,131.6805,56.8371,23.035,15.8793,53.2666,11.3784,1.27302,1.67826,26370.616,4
MCK,22.610205,39.97451,3.95485,127.9717,56.1349,-0.2856,0.3022,-7.92,3.0716,1.09017,1.13598,25831.73734,0
EIX,22.610205,24.62637,1.94436,125.3891,55.6322,-2.3332,7.7506,-2.5578,2.4135,0.34476,0.11336,25650.73919,5
RCL,13.33517,21.07659,2.13634,91.5696,47.7996,17.8481,11.303,16.4825,4.7227,1.09435,1.43116,25851.715640000002,0
A,24.39466,45.51519,5.35023,50.695,33.6408,20.7437,11.1248,22.9951,6.5372,1.17514,1.42486,25815.7937,0
CNC,18.88698,18.59379,2.04964,62.9543,38.6331,1.9789,2.0138,11.7836,4.9534,0.98583,0.90586,24265.001659999998,0
ALXN,17.46369,21.11955,2.43112,27.6728,21.6748,31.0478,25.6672,15.0515,8.8258,1.53959,1.67119,24231.33067,4
WLTW,28.99654,35.57502,2.54039,69.7737,41.098,10.0676,8.2186,8.8081,2.5802,0.90071,0.82406,24995.81977,5
PPL,13.95573,18.61714,2.08584,194.3622,66.0282,23.1751,17.3781,15.1572,4.4434,0.49432,0.55379,24409.595530000002,5
O,59.69586,87.74748,2.66313,77.111,43.5382,27.3038,18.5838,4.623,2.7684,0.35063,0.01933,24307.0479,5
DLR,118.20628,136.54243,2.96123,115.27,53.5467,9.202,5.6417,2.4384,1.7782,0.54861,0.36176,24424.46214,1
FTV,34.35723,41.17421,3.42051,87.0107,46.5271,37.574,8.4892,11.0553,4.5174,1.08039,1.24163,25175.2396,4
ADM,20.90865,23.55334,1.29592,51.5199,34.002,1.8514,1.6402,6.2863,2.3659,0.82935,1.07761,24622.23571,0
SYF,6.89961,8.0407,1.63241,91.9962,49.5477,41.1949,35.357,26.0956,3.6097,1.12438,1.16372,23999.59877,4
HRL,25.18889,33.16374,4.09253,4.219,4.0482,10.3061,7.8487,16.9898,8.7728,0.37149,0.05838,24362.60601,5
SWK,36.78743,26.16631,3.21474,71.4968,41.6898,4.5249,6.3493,8.7561,5.0056,1.3128,1.40943,24259.5638,0
VRSK,52.61121,55.34204,11.64283,142.7048,58.7976,18.2336,17.3974,22.0647,8.6448,0.75838,0.68679,24057.729890000002,2
DTE,21.05802,30.75678,2.13843,146.0656,59.3604,8.236,5.6222,10.4167,2.7482,0.25033,0.20459,24078.44935,5
APTV,24.17697,29.08413,6.72448,127.0563,55.958,6.9945,5.805,28.0775,7.2181,1.32105,2.01892,23739.23893,0
MCHP,64.56919,95.80889,4.39824,185.6807,64.9958,7.1481,4.8264,7.2829,3.2104,1.27084,1.40722,23742.42814,0
ETR,28.837,36.14384,2.34281,191.2372,65.6637,7.2313,5.7735,8.5679,1.99,0.21937,0.26747,23529.884169999998,5
TWTR,14.71047,87.03273,2.7774,30.2426,23.2202,47.6725,8.0752,21.5518,2.4868,0.71716,0.56053,23671.8717,5
XLNX,24.76964,38.39747,8.56843,48.3933,32.6115,28.7626,18.5786,37.0546,11.878,0.98466,1.2157,23605.24409,2
NTRS,16.20346,19.45173,2.32467,91.9962,49.5477,25.4027,20.2591,15.1052,1.1926,1.35238,1.23609,22946.77901,4
ROK,33.99314,29.79803,56.72793,558.3621,84.8107,10.3931,11.8515,68.7639,13.8515,1.22014,1.442,23486.07143,2
MKC,32.81916,42.64334,6.59023,133.8677,57.2407,12.9363,9.9372,21.4081,5.9714,0.52003,0.13006,22680.10321,5
CMG,74.85299,81.12521,14.09338,173.1667,63.3923,5.767,5.3205,20.2571,7.7052,1.10411,0.70778,22868.22614,5
K,31.29262,31.1157,8.28282,254.5924,71.7986,5.3466,5.343,25.316,5.486,0.46685,0.53061,22563.37988,5
MSCI,38.17468,60.08045,3.26712,91.9962,105.6548,39.1966,24.8957,514.3413,12.5922,1.10102,1.14867,22090.80894,2
AME,26.63183,34.15565,4.62967,53.6214,34.9049,16.6249,12.9332,18.1712,8.3697,1.09749,1.22954,22555.258680000003,0
UAL,8.26584,9.56538,1.98797,178.2143,64.0564,6.6165,5.7189,27.3086,5.9127,0.92641,1.14518,22019.85842,0
CERN,45.7161,54.34551,5.0732,26.5648,20.9891,9.0178,7.5965,10.6878,5.966,1.10241,0.93704,22457.964819999997,0
PXD,30.91057,16.53086,1.87075,22.0141,18.0423,7.9554,14.7946,6.1557,7.8942,1.19742,1.23082,22559.40051,0
AWK,35.0795,42.30804,3.58239,149.4991,59.9197,17.8471,14.7906,10.5394,3.4411,0.34013,0.05807,21855.83883,5
VRSN,34.88301,47.97511,3.26712,91.9962,520.439,52.5952,38.2996,15.1807,26.5662,1.00318,1.01333,22298.319180000002,2
KR,14.11577,19.52272,2.52601,237.9239,70.4075,1.3149,0.9371,19.0109,3.2666,0.61396,0.59821,22461.431569999997,5
WY,22.610205,102.17613,2.55693,78.5207,43.9841,-2.3336,3.2463,-1.7557,2.5358,1.07334,1.62277,21855.02665,0
ANSS,49.99283,66.65288,7.38849,3.6886,3.5574,30.3513,22.7923,16.0313,9.7158,1.26766,1.41123,21534.82,4
MTB,11.93572,13.30388,1.51333,91.9962,49.5477,33.0735,28.4621,13.2347,1.636,0.96761,1.10898,21966.25188,4
HIG,12.96734,16.11432,1.39496,31.8696,24.1675,8.6628,6.8857,12.0184,2.3359,0.70824,0.63943,21956.86145,5
DLTR,22.610205,24.43451,3.56676,165.1413,62.2842,-6.821,3.8166,-22.7951,5.5143,0.39621,0.4514,21654.601000000002,5
ALGN,52.92801,74.07384,16.64374,4.3714,4.1883,18.2846,13.079,33.5321,14.1338,1.81612,2.06667,21691.690430000002,4
RMD,51.91933,57.90792,10.22562,61.6642,38.1434,15.5223,13.945,20.8588,11.4744,0.89937,0.41362,21636.93579,2
BBY,14.49526,17.06483,6.82656,131.104,56.7294,3.5404,3.0062,49.894,8.2103,1.14668,1.1382,21693.31338,0
IDXX,52.16703,67.72991,106.65887,496.876,83.2461,17.9876,13.8422,421.1479,20.9557,1.0884,0.71529,21484.24516,7
BXP,41.5772,76.36731,3.93439,153.3251,60.525,18.1183,9.6676,9.307,3.1747,0.79473,0.8774,21228.0099,5
FITB,10.00547,11.04187,1.10712,91.9962,49.5477,30.4982,26.3481,12.4805,1.4285,1.15825,1.41055,21531.30883,4
GLW,20.74033,28.29151,1.99548,53.5937,34.8931,10.4086,7.6305,10.0519,3.3948,1.25608,1.15471,21550.45595,0
VTR,43.41808,70.58176,2.00834,111.1058,52.6304,12.8011,7.8789,4.5821,2.454,0.19261,0.27129,21003.67512,5
AMP,11.63943,15.47234,3.50327,95.6478,48.8877,15.1531,11.3946,33.9044,1.4523,1.58863,1.85161,20842.69052,0
BLL,39.17384,43.83929,6.21707,208.5425,67.5895,4.8191,4.3054,15.9029,4.3224,0.698,0.68236,20893.76283,5
ESS,48.05849,120.08499,3.31125,94.911,48.6945,28.9813,11.5849,6.8296,2.5158,0.3668,0.29441,20139.04426,5
FAST,26.35935,31.83421,7.97174,26.5073,20.9531,14.7681,12.2473,31.869,18.7443,1.18305,1.22862,20781.7573,2
CPRT,30.51032,44.84814,10.68669,28.0747,21.9205,32.5894,22.1018,38.6726,18.3864,0.94692,0.79434,20523.38185,2
HPE,20.66234,12.61717,1.20409,80.5877,44.6252,3.6004,5.9121,5.4725,3.3936,1.31509,1.52646,20535.78,0
INCY,50.50978,71.48007,8.3997,3.0659,2.9747,19.2128,13.6105,19.1679,8.99,1.18944,0.98363,20447.66474,0
SNPS,38.90145,55.86401,4.94143,3.3678,3.2581,15.8409,11.0225,14.0797,5.651,1.13158,1.18819,19855.71848,0
DHI,12.63403,15.39974,1.99273,33.0195,24.8231,9.1997,7.55,17.032,8.8787,0.53201,0.99081,20602.45504,5
HAL,16.44625,22.48436,2.00729,117.2198,53.9636,5.1224,3.7489,12.6553,4.851,1.44574,1.5055,20523.0668,0
KEY,12.27703,15.17397,1.27725,91.9962,49.5477,28.9245,21.9292,11.2583,1.2077,1.25222,1.31673,19354.424880000002,4
CBRE,19.22423,22.33123,3.48732,79.8406,44.3952,4.5019,3.8736,20.314,6.0739,1.15345,1.68016,19133.32503,0
CLX,24.14451,30.95231,34.65045,563.2727,84.9232,13.2044,10.2931,132.5183,13.1635,0.52233,0.36362,19092.84259,2
VMC,31.68097,41.55917,3.42681,57.8187,36.6361,12.432,9.529,11.3058,5.4403,0.88893,0.87388,18847.29575,5
HES,22.610205,27.677715,2.12964,72.8505,42.1465,-3.0221,-0.5288,-2.2201,1.7257,1.50684,2.02147,18769.726609999998,0
CDNS,44.19176,61.33519,12.73439,31.3495,23.8672,18.5435,13.3296,31.2475,12.894,1.04928,1.15872,18488.27277,2
ARE,148.36083,184.55269,2.37007,78.186,43.8788,9.2542,6.5862,1.6558,1.6774,0.56204,0.71954,18318.17717,1
MTD,34.91242,45.08072,42.28498,288.4328,74.2555,18.425,14.2627,113.3182,17.2742,1.34995,1.33789,18566.42513,2
IP,13.84572,14.59963,2.49034,144.6754,59.1295,6.0274,5.6956,19.0042,4.2238,1.17018,1.53778,18107.93872,0
AEE,23.11178,30.54923,2.29431,116.6382,53.84,13.9623,10.5806,10.2048,3.0154,0.21261,0.19856,18439.93291,5
GRMN,23.54252,31.61099,4.18836,1.2849,1.2686,21.7943,16.2259,18.7636,10.2724,0.7743,0.9157,18552.15177,2
LEN,9.69635,12.52951,1.21391,66.4839,39.9341,9.0627,6.9293,13.2937,5.208,0.53484,1.05144,18508.18256,5
ABC,21.84158,17.49047,6.3373,150.1203,60.0192,0.4762,0.5951,29.4357,3.0363,1.307,0.97196,17845.216640000002,0
AJG,25.78865,50.58984,3.61046,101.1929,50.2964,10.036,5.1154,14.6487,2.5674,0.74627,0.8049,17615.23212,5
NUE,9.82358,12.25582,1.67175,41.0404,29.0983,7.6205,6.0772,17.797,8.9042,1.26038,1.65692,17622.87132,0
CMS,28.05277,36.99325,3.51873,265.1782,72.6161,9.0274,6.8578,12.7962,3.1549,0.20112,0.05205,17440.87186,5
OMC,13.43829,16.1132,7.06452,211.9334,67.9418,8.8816,7.4047,54.6122,5.637,0.70172,0.70262,17601.45771,5
GWW,18.82378,22.46807,9.25573,115.8783,53.6776,8.3757,6.9658,49.8332,14.8681,1.10058,0.97003,17750.008019999997,0
SWKS,20.72802,29.33525,4.18246,91.9962,49.5477,25.2783,17.8552,20.7706,12.3558,0.95797,1.06424,18620.31916,2
NDAQ,33.35215,27.07008,3.23758,72.5549,42.0474,12.1624,14.9867,9.644,5.0206,0.86052,0.6582,17029.1361,5
CHD,28.79127,36.30213,6.73311,91.6344,47.8173,14.3263,11.3954,25.0086,8.4288,0.43004,0.0982,17030.89707,5
CINF,18.90164,25.0306,1.83731,9.444,8.629,14.1777,10.7027,10.3812,3.0785,0.77355,0.59769,17206.553369999998,5
MLM,29.8846,38.5452,3.22191,64.4901,39.206,13.2136,10.2239,11.2144,5.34,0.71193,1.09949,17014.5201,5
PEAK,19.98941,165.67362,2.8641,103.5901,50.8817,43.6964,5.2869,15.1021,1.8428,0.23844,0.15576,16427.50703,5
CFG,10.31866,12.65506,0.83627,91.9962,49.5477,29.7088,23.3076,8.6079,1.1184,1.33203,1.47041,17014.89935,4
FCX,73.72875,109.2732,1.7884,58.0036,36.7103,1.6719,1.0917,2.3582,0.8418,1.45739,2.47605,18629.731780000002,1
EFX,22.610205,90.08329,6.66681,129.3189,56.3926,-11.1256,5.4024,-13.4168,3.3514,1.13263,1.1998,16461.28606,0
LH,22.6175,23.04566,2.31246,102.579,50.6365,6.6257,6.5001,10.4232,5.1696,0.80413,1.04093,16256.482,0
MGM,22.610205,73.58037,2.7279,146.1609,59.3761,0.1155,1.8863,0.0272,3.0145,1.25168,1.51643,16536.14777,0
DISH,13.12117,16.14355,1.62854,133.5367,57.1801,10.4646,8.5507,14.6317,3.7124,1.50974,1.32336,16709.90876,0
RF,11.34438,13.82539,1.0762,91.9962,49.5477,29.2268,22.9505,10.4513,1.2654,1.25126,1.57232,16244.52229,4
DOV,24.78371,29.05162,5.41997,108.0407,51.9324,9.0848,7.9648,23.164,7.5615,1.00223,1.46173,16439.7969,0
CAH,22.610205,16.76935,17.86324,930.897,90.2997,-2.8118,0.6597,-121.8846,2.9533,1.34984,1.3515,15876.26786,0
TIF,29.80277,37.5804,5.11786,68.4677,40.6414,12.4102,9.8408,17.7389,7.9326,0.92974,1.65695,16004.00116,0
KMX,18.75551,22.85097,4.44543,425.6819,80.977,4.3675,3.5864,24.9013,4.0419,0.90451,1.16865,16283.50785,0
NLOK,78.99448,53.43609,2.59515,75.8671,43.1388,19.0975,6.6894,3.6478,2.8378,1.12428,1.11872,16441.25269,0
HBAN,11.88525,14.75925,1.46723,91.9962,49.5477,32.0971,24.6122,13.2504,1.3321,1.14406,1.46806,15708.2067,4
EXPE,32.2059,31.04966,3.74088,94.6465,48.6248,4.2596,4.4048,11.8086,2.9675,1.10075,0.98707,16221.46701,0
STX,9.35621,23.9169,8.75267,237.9096,70.4062,17.6606,6.9096,97.4557,8.3874,1.36965,1.62873,15221.48206,0
CTL,22.610205,10.66986,1.12908,269.8186,72.9597,-34.9595,6.2806,-43.3368,3.8939,1.34757,0.93222,15274.109690000001,0
MAA,58.69507,97.15449,2.55549,72.469,42.0185,16.3654,9.7496,4.2774,2.3275,0.44081,0.28814,15015.629680000002,5
CXO,12.03689,22.87741,0.82437,23.9857,19.3455,30.8862,16.0891,7.0895,2.9848,1.39603,1.30997,15515.955130000002,4
COO,32.92497,50.5039,4.23302,50.332,33.4806,17.5887,11.4617,13.4571,5.6095,0.94544,0.90719,15203.235330000001,5
IFF,41.79329,40.2065,2.50444,75.9955,43.1803,7.5925,7.8574,7.5973,4.3827,0.79568,0.89841,14365.67291,5
KSU,26.86222,26.7857,3.10714,54.2888,35.1865,20.2367,20.2605,11.886,6.6969,0.93465,0.99635,15206.93026,4
GPC,19.02936,22.53384,4.13677,123.3293,55.223,4.1413,3.4985,22.0278,5.2179,0.91406,0.93437,15146.80724,0
ULTA,22.06025,27.32723,8.1312,104.4542,51.0893,9.6704,7.798,37.8995,13.5348,0.6481,1.1173,14384.0801,0
VIAC,5.15196,10.50366,2.94834,207.8186,67.5133,18.98,9.3085,76.738,7.5311,0.91744,1.22058,23065.43,0
L,28.03423,32.44911,0.77287,54.7623,35.3847,3.8348,3.3189,2.8666,0.9249,0.94552,0.67414,14868.97541,0
PFG,11.37644,15.98847,1.00765,27.1393,21.3461,8.3396,5.9412,10.0343,0.3697,1.41735,1.52913,14861.001909999999,0
DRI,20.76515,29.40801,6.16946,235.615,70.2039,8.3631,5.9391,30.9889,7.0959,0.65918,0.3353,14398.32439,5
WDC,22.610205,27.677715,1.52894,109.4396,52.2535,-9.8902,-3.6542,-14.7175,-1.2094,1.40031,1.81127,15188.4496,0
WAT,27.84424,36.34813,127.58424,1247.5904,92.5793,23.9752,18.3701,57.9016,13.7806,1.05058,1.03578,14753.5393,7
BKR,54.13192,20.63695,0.65909,22.7146,18.5101,0.8882,2.3105,1.1848,2.0113,1.24507,0.93972,14739.024790000001,0
CTXS,23.93369,44.74903,20.15429,141.822,58.6472,21.3287,11.3812,87.3616,7.5631,0.80137,0.97397,14252.56171,5
CPB,31.19718,29.26731,11.63882,688.5508,87.3185,2.2626,6.0969,35.0094,5.1223,0.45462,0.40268,14473.42355,5
DGX,20.63408,23.18083,2.57524,79.616,44.3256,9.5824,8.2569,12.9829,6.504,0.7449,0.84301,14106.825819999998,5
EVRG,25.05631,33.48237,1.66762,115.8337,53.668,11.9727,8.9723,6.4687,2.6169,0.14194,0.13853,14332.83175,5
IT,58.38923,84.12566,15.53606,339.1378,77.2281,6.0427,4.1933,26.8223,3.7312,1.27731,1.22295,14042.3266,0
BR,31.46298,39.96874,12.32897,176.0538,63.7751,10.6339,8.3823,38.8071,10.2903,0.86468,0.67434,13691.04073,5
CAG,20.004,16.20702,1.89034,143.6116,58.951,6.6757,8.2855,12.0931,6.5702,0.96871,0.74925,13932.9084,0
UDR,80.91085,286.20947,4.38366,93.6128,48.3505,15.142,4.189,5.7563,1.7887,0.4725,0.36521,13717.830730000001,1
HOLX,22.610205,50.80259,6.67283,146.982,59.5112,-6.0463,8.3059,-8.9602,5.3161,0.98397,0.76831,13930.86862,0
NTAP,15.12856,23.20676,26.07439,334.7014,76.9957,17.1988,11.2048,95.9341,7.8558,1.50948,1.56564,13844.201659999999,0
EXR,33.9172,58.09131,5.51453,176.58,63.8441,31.6612,19.4066,16.6095,4.9484,0.27271,0.12619,13593.42355,5
HAS,49.02092,37.00027,6.92676,100.4158,50.1037,5.5939,7.4069,14.0483,6.837,0.77884,1.02708,13735.15754,0
AKAM,31.06014,43.69632,3.93576,63.0328,38.6626,15.9778,11.3368,13.6079,5.6927,0.96984,0.5839,13550.26146,5
XYL,26.90022,34.64754,4.70032,89.1191,47.1232,9.6504,7.48,18.4626,5.8705,1.1387,1.16363,13835.459659999999,0
BEN,11.48936,12.78418,1.36084,6.1288,5.7748,20.7065,18.4444,11.9642,6.8881,1.17233,1.25558,12914.96337,4
ARNC,38.12197,19.82733,2.90081,140.276,58.3811,2.6572,5.1225,7.5801,5.1939,1.54109,2.06126,13520.7494,0
CBOE,31.80902,34.72806,4.03048,27.7375,21.7144,16.1575,14.6893,13.0852,8.0914,0.60226,0.02636,12826.648940000001,5
TTWO,39.79187,82.90845,6.08384,6.4655,6.0728,11.1383,5.352,17.2009,3.539,0.72812,0.69287,13130.8201,5
WYNN,19.75415,76.81731,6.77515,583.5769,85.371,9.9438,2.5567,35.4907,4.669,1.39571,2.0542,12908.0537,0
DRE,31.44123,119.35709,2.59838,56.8521,36.2457,39.7252,10.5288,8.38,2.0014,0.5088,0.67376,12798.8108,5
XRAY,81.28328,53.98644,2.55166,31.1458,23.749,4.083,6.0699,3.1845,2.7945,0.74584,0.94614,12628.64886,5
MAS,17.92971,20.59077,3.26712,13847.826,99.283,8.0447,7.8439,15.1807,14.4654,1.07243,1.40282,12849.056,6
HST,11.54117,31.88619,1.71409,65.4621,39.5632,20.729,7.499,15.424,4.093,0.84911,1.15431,12844.65977,0
LNT,23.74735,34.45082,2.56875,126.8764,55.9231,14.5835,10.0587,11.1325,2.8365,0.27557,0.20261,12747.79002,5
FMC,16.74129,19.9947,4.81532,141.2309,58.5459,10.3544,13.2109,27.372,7.8185,1.20844,1.49297,12734.70499,0
UHS,17.99076,19.00241,2.35174,78.2314,43.8931,6.4766,6.1209,13.5043,7.0277,0.90872,1.05968,12672.640640000001,0
VAR,43.5566,39.94061,7.11232,23.0648,18.742,9.0508,9.8818,17.4128,8.466,1.07261,0.86594,12654.75775,0
CNP,19.84906,19.7815,1.9022,179.1157,64.1725,6.2278,5.2758,11.2327,2.7562,0.38893,0.41762,12611.28967,5
RJF,12.62901,15.00915,1.89661,48.6226,32.7154,13.4407,11.2927,15.9394,2.7123,1.38385,1.52644,12392.14614,0
EXPD,20.30023,24.78899,5.67249,16.9929,14.5247,7.5576,6.2009,30.3744,14.2616,1.09895,0.91043,12675.52167,0
VNO,4.16942,27.677715,2.02337,94.3212,48.5388,147.7293,-2.8609,62.14,1.8456,0.68306,0.98812,12521.689559999999,4
AES,25.95411,20.16698,3.95798,368.8946,78.6732,4.9036,5.967,14.9573,4.2158,0.68214,1.07532,12554.21013,0
QRVO,51.66852,51.70618,2.90688,25.5582,20.3556,8.1929,8.1912,5.7006,4.6891,0.81237,1.10588,13225.26307,0
SIVB,10.98091,12.84148,2.07784,91.9962,49.5477,37.1474,31.7681,21.0866,1.8751,1.82287,2.20804,12346.41295,4
SJM,21.89047,19.83611,1.51182,74.4234,42.6682,7.3025,8.0589,6.9294,4.3467,0.43617,0.40793,11910.9087,5
JBHT,27.15334,32.16226,5.56083,64.5175,39.2162,5.0961,4.2906,21.5401,8.3039,0.85869,1.11654,11871.7125,0
AAL,7.84677,7.11707,75.90338,21525.0,99.5375,3.5159,3.8689,15.1807,4.1637,1.38983,1.64282,11766.2371,6
URI,10.87271,11.97633,3.26371,338.6301,77.2017,12.4551,11.3031,32.8178,7.8371,1.82678,2.69124,11797.22775,0
NCLH,12.39132,20.25159,1.85544,103.8458,50.9433,15.1433,9.2615,15.4522,4.7568,1.08628,1.67668,11788.89474,0
TSCO,21.38332,26.71417,7.74342,195.3304,66.1396,6.6923,5.3567,37.1612,10.5526,1.03707,1.01031,11487.01551,0
LNC,14.139,17.9028,0.5729,37.7318,27.3951,4.8899,3.8121,4.8646,0.2755,1.5468,1.96366,11445.6591,0
ALLE,25.66085,36.73992,16.70116,219.3684,68.6882,15.9998,11.1776,70.8167,12.5949,0.98806,1.18229,11678.6818,2
WU,10.35087,20.08341,3.26712,91.9962,100.5664,21.0731,10.829,15.1807,7.4915,0.79497,0.81392,11148.0159,5
GL,15.68716,20.28697,1.53193,21.6683,17.8093,16.573,12.8112,11.4932,2.5393,0.95134,0.96339,11358.36482,0
TAP,71.93971,16.76993,0.83908,71.5048,41.6926,1.465,6.2802,1.1396,2.861,1.20696,0.73719,11094.77828,0
RE,26.09394,91.44196,1.22093,7.7801,7.2185,5.3561,1.5123,4.8095,0.6273,0.52932,0.25085,11052.36451,5
LKQ,25.52758,23.7916,2.27364,107.4321,51.7914,3.4956,3.7723,9.126,5.0804,1.15122,1.32136,10962.13104,0
AVY,46.72459,24.49358,10.28724,202.7047,66.9645,3.3711,6.4367,22.6372,9.6952,1.12157,1.32104,10839.51067,0
PHM,12.22857,13.26171,2.09494,59.6201,37.3512,9.0096,8.2216,18.3441,8.1462,0.48678,0.61154,11032.40597,5
REG,38.98876,66.06731,1.71751,64.8807,39.3501,23.5959,13.9177,4.3529,2.342,0.5526,0.44721,10497.87852,5
AAP,25.04955,26.13032,3.08193,92.2839,47.9935,4.581,4.3954,12.4935,4.5401,0.86216,0.8325,10733.620840000001,0
PKG,14.03894,16.46979,3.50677,90.3515,47.4656,10.94,9.2541,27.2781,10.2703,1.18479,1.69672,10479.23978,0
WRK,12.38138,15.70984,0.91081,86.1142,46.2695,4.7181,3.718,7.4574,3.4106,1.50629,1.66732,10417.698,0
EMN,14.09016,16.2924,1.75056,105.068,51.2357,8.1215,7.0163,12.8475,4.9386,1.34128,1.38983,10474.47893,0
PKI,44.81781,52.3179,3.8629,90.448,47.4922,8.2676,7.0764,8.8847,3.93,1.33453,1.29642,10477.91749,0
NBL,22.610205,90.36755,1.16122,76.5756,43.367,-24.7915,2.5394,-11.6795,1.8431,1.29251,1.43082,10536.90507,0
HII,17.29772,23.20264,6.09373,103.0498,50.751,7.0458,5.2527,34.6742,7.1826,1.26875,1.22184,10378.05659,0
TXT,12.32944,15.7436,1.89093,81.7498,44.9793,6.4593,5.0721,15.6798,5.1587,1.28291,1.70501,10032.14791,0
CMA,9.03713,11.11086,1.42875,91.9962,49.5477,37.308,30.3184,16.442,1.7173,1.16355,1.56867,10061.97251,4
CHRW,15.86213,19.55667,6.14086,91.1811,47.6935,4.2481,3.4427,41.0539,12.4419,0.78132,0.60663,10264.15453,0
ETFC,11.07775,12.45287,1.75144,40.8129,28.9837,35.2645,30.1825,16.944,1.6659,1.37476,1.22388,10061.12413,4
HSIC,17.60286,19.5081,3.58824,35.7805,26.3517,3.6676,3.9497,20.4396,7.5066,0.91373,0.78024,10139.7443,0
NI,21.69171,27.677715,2.01437,165.2611,62.3013,9.6844,-0.6672,9.5602,0.9064,0.18751,0.07588,10044.59095,5
MRO,11.44554,21.72851,0.81268,46.7362,31.8504,17.5507,9.2314,7.3205,2.5414,1.39992,2.31408,10087.0989,0
MYL,213.97671,15.66744,0.86854,115.7832,53.6572,0.4171,5.5763,0.4037,3.0923,1.61153,1.71865,9708.4527,1
FRT,38.88223,69.74666,4.30661,126.9942,55.946,28.0662,15.1115,11.3003,3.3499,0.52254,0.42722,9802.09863,5
MHK,14.33678,17.07648,1.28453,39.8952,28.5179,7.0925,5.931,9.2147,4.622,1.03813,1.29467,9788.610859999999,0
CF,20.93161,34.35892,3.3144,87.5022,46.6672,10.4215,6.3396,15.1807,4.5715,1.02468,0.95145,9688.7615,0
PNW,19.40603,27.28275,1.74406,98.0526,49.5083,14.0676,10.0126,9.1766,2.6233,0.12851,0.02661,9604.3808,5
NRG,18.68518,21.61413,3.26712,91.9962,130.3065,10.8442,5.0751,15.1807,7.0791,0.66374,0.74927,9792.04977,5
DXC,22.610205,9.02408,1.1169,121.7249,54.899,-6.0399,5.4829,-12.1695,4.2852,1.40552,2.09832,9233.8308,0
DVA,18.99869,21.46393,4.19815,293.8693,74.6108,3.6808,4.8759,20.2725,5.6535,1.57449,1.68065,9304.759740000001,0
IRM,23.7471,40.58628,6.22418,661.9364,86.8755,9.3518,5.4644,23.0168,3.803,0.61343,0.5264,9380.97507,5
WHR,8.90024,12.83782,3.07031,160.9014,61.6713,5.1505,3.5711,39.5694,3.9501,1.18766,1.74278,9239.80725,0
SNA,13.2705,16.78081,2.73866,37.5045,27.2751,17.1735,13.5931,21.5794,10.9485,0.98225,1.22258,9196.6358,0
NOV,22.610205,27.677715,1.11871,40.2263,28.6867,-66.2866,-4.4133,-51.8872,-1.6888,1.26829,1.34352,9124.92961,0
COTY,22.610205,52.697,2.01701,179.7648,64.2556,-43.4556,1.9789,-56.9543,1.9381,1.02033,0.69251,8768.80993,0
FBHS,22.14905,22.56183,3.84909,107.9,51.8999,7.2268,7.0982,18.085,7.4215,1.30108,1.53083,9067.092840000001,0
