Company Name,Ticker,IQ_PE_EXCL,IQ_PE_NORMALIZED,IQ_PBV,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_DEBT_CAPITAL,IQ_NI_MARGIN,IQ_NI_NORM_MARGIN,IQ_RETURN_COMMON_EQUITY,IQ_RETURN_ASSETS,IQ_BETA_2YR,IQ_BETA_5YR
Loews Corporation,NYSE:L,28.03423,32.44911,0.77287,54.7623,35.3847,3.8348,3.3189,2.8666,0.9249,0.94552,0.67414
"Principal Financial Group, Inc.",NasdaqGS:PFG,11.37644,15.98847,1.00765,27.1393,21.3461,8.3396,5.9412,10.0343,0.3697,1.41735,1.52913
Wabtec Corporation,NYSE:WAB,52.75662,29.19747,1.52667,48.7727,32.7834,3.2426,5.8354,3.5657,3.8959,1.31388,1.45956
"Darden Restaurants, Inc.",NYSE:DRI,20.76515,29.40801,6.16946,235.615,70.2039,8.3631,5.9391,30.9889,7.0959,0.65918,0.3353
Western Digital Corporation,NasdaqGS:WDC,NM,NM,1.52894,109.4396,52.2535,-9.8902,-3.6542,-14.7175,-1.2094,1.40031,1.81127
Waters Corporation,NYSE:WAT,27.84424,36.34813,127.58424,1247.5904,92.5793,23.9752,18.3701,57.9016,13.7806,1.05058,1.03578
"Arista Networks, Inc.",NYSE:ANET,20.04196,28.14261,5.4691,3.8646,3.7208,31.3583,22.3207,33.4246,16.1054,1.37128,1.48036
Baker Hughes Company,NYSE:BKR,54.13192,20.63695,0.65909,22.7146,18.5101,0.8882,2.3105,1.1848,2.0113,1.24507,0.93972
"Citrix Systems, Inc.",NasdaqGS:CTXS,23.93369,44.74903,20.15429,141.822,58.6472,21.3287,11.3812,87.3616,7.5631,0.80137,0.97397
Campbell Soup Company,NYSE:CPB,31.19718,29.26731,11.63882,688.5508,87.3185,2.2626,6.0969,35.0094,5.1223,0.45462,0.40268
Quest Diagnostics Incorporated,NYSE:DGX,20.63408,23.18083,2.57524,79.616,44.3256,9.5824,8.2569,12.9829,6.504,0.7449,0.84301
"Evergy, Inc.",NYSE:EVRG,25.05631,33.48237,1.66762,115.8337,53.668,11.9727,8.9723,6.4687,2.6169,0.14194,0.13853
"Gartner, Inc.",NYSE:IT,58.38923,84.12566,15.53606,339.1378,77.2281,6.0427,4.1933,26.8223,3.7312,1.27731,1.22295
MarketAxess Holdings Inc.,NasdaqGS:MKTX,71.05543,90.03912,20.44533,13.249,11.699,40.5771,32.0245,31.4881,20.2954,0.50739,0.19026
"Broadridge Financial Solutions, Inc.",NYSE:BR,31.46298,39.96874,12.32897,176.0538,63.7751,10.6339,8.3823,38.8071,10.2903,0.86468,0.67434
"Conagra Brands, Inc.",NYSE:CAG,20.004,16.20702,1.89034,143.6116,58.951,6.6757,8.2855,12.0931,6.5702,0.96871,0.74925
"UDR, Inc.",NYSE:UDR,80.91085,286.20947,4.38366,93.6128,48.3505,15.142,4.189,5.7563,1.7887,0.4725,0.36521
"Hologic, Inc.",NasdaqGS:HOLX,NM,50.80259,6.67283,146.982,59.5112,-6.0463,8.3059,-8.9602,5.3161,0.98397,0.76831
"NetApp, Inc.",NasdaqGS:NTAP,15.12856,23.20676,26.07439,334.7014,76.9957,17.1988,11.2048,95.9341,7.8558,1.50948,1.56564
Extra Space Storage Inc.,NYSE:EXR,33.9172,58.09131,5.51453,176.58,63.8441,31.6612,19.4066,16.6095,4.9484,0.27271,0.12619
"NVR, Inc.",NYSE:NVR,17.46631,23.5164,5.86452,29.0991,22.5401,11.5041,8.5427,42.1612,18.7392,0.43683,0.58713
"Hasbro, Inc.",NasdaqGS:HAS,49.02092,37.00027,6.92676,100.4158,50.1037,5.5939,7.4069,14.0483,6.837,0.77884,1.02708
"Akamai Technologies, Inc.",NasdaqGS:AKAM,31.06014,43.69632,3.93576,63.0328,38.6626,15.9778,11.3368,13.6079,5.6927,0.96984,0.5839
Xylem Inc.,NYSE:XYL,26.90022,34.64754,4.70032,89.1191,47.1232,9.6504,7.48,18.4626,5.8705,1.1387,1.16363
"Franklin Resources, Inc.",NYSE:BEN,11.48936,12.78418,1.36084,6.1288,5.7748,20.7065,18.4444,11.9642,6.8881,1.17233,1.25558
Arconic Inc.,NYSE:ARNC,38.12197,19.82733,2.90081,140.276,58.3811,2.6572,5.1225,7.5801,5.1939,1.54109,2.06126
"Cboe Global Markets, Inc.",BATS:CBOE,31.80902,34.72806,4.03048,27.7375,21.7144,16.1575,14.6893,13.0852,8.0914,0.60226,0.02636
"Diamondback Energy, Inc.",NasdaqGS:FANG,12.40794,15.87899,0.95458,30.8606,23.5828,30.2151,23.62,10.3453,5.7476,1.11007,0.80322
"Take-Two Interactive Software, Inc.",NasdaqGS:TTWO,39.79187,82.90845,6.08384,6.4655,6.0728,11.1383,5.352,17.2009,3.539,0.72812,0.69287
"Wynn Resorts, Limited",NasdaqGS:WYNN,19.75415,76.81731,6.77515,583.5769,85.371,9.9438,2.5567,35.4907,4.669,1.39571,2.0542
Duke Realty Corporation,NYSE:DRE,31.44123,119.35709,2.59838,56.8521,36.2457,39.7252,10.5288,8.38,2.0014,0.5088,0.67376
DENTSPLY SIRONA Inc.,NasdaqGS:XRAY,81.28328,53.98644,2.55166,31.1458,23.749,4.083,6.0699,3.1845,2.7945,0.74584,0.94614
W. R. Berkley Corporation,NYSE:WRB,19.44451,25.18003,2.12568,42.1197,29.6367,8.8223,6.8234,12.093,2.4355,0.61823,0.62573
"Leidos Holdings, Inc.",NYSE:LDOS,19.7516,30.24381,3.93896,108.923,52.1354,6.2482,4.0859,20.1194,5.6297,1.00576,1.52987
Masco Corporation,NYSE:MAS,17.92971,20.59077,NM,13847.826,99.283,8.0447,7.8439,NM,14.4654,1.07243,1.40282
"Host Hotels & Resorts, Inc.",NYSE:HST,11.54117,31.88619,1.71409,65.4621,39.5632,20.729,7.499,15.424,4.093,0.84911,1.15431
Alliant Energy Corporation,NasdaqGS:LNT,23.74735,34.45082,2.56875,126.8764,55.9231,14.5835,10.0587,11.1325,2.8365,0.27557,0.20261
FMC Corporation,NYSE:FMC,16.74129,19.9947,4.81532,141.2309,58.5459,10.3544,13.2109,27.372,7.8185,1.20844,1.49297
Atmos Energy Corporation,NYSE:ATO,24.48736,30.72028,2.21069,69.4645,40.9906,17.6234,14.0354,9.7144,3.7094,0.2157,0.14354
"Universal Health Services, Inc.",NYSE:UHS,17.99076,19.00241,2.35174,78.2314,43.8931,6.4766,6.1209,13.5043,7.0277,0.90872,1.05968
"Varian Medical Systems, Inc.",NYSE:VAR,43.5566,39.94061,7.11232,23.0648,18.742,9.0508,9.8818,17.4128,8.466,1.07261,0.86594
"CenterPoint Energy, Inc.",NYSE:CNP,19.84906,19.7815,1.9022,179.1157,64.1725,6.2278,5.2758,11.2327,2.7562,0.38893,0.41762
"Raymond James Financial, Inc.",NYSE:RJF,12.62901,15.00915,1.89661,48.6226,32.7154,13.4407,11.2927,15.9394,2.7123,1.38385,1.52644
"Expeditors International of Washington, Inc.",NasdaqGS:EXPD,20.30023,24.78899,5.67249,16.9929,14.5247,7.5576,6.2009,30.3744,14.2616,1.09895,0.91043
Vornado Realty Trust,NYSE:VNO,4.16942,NM,2.02337,94.3212,48.5388,147.7293,-2.8609,62.14,1.8456,0.68306,0.98812
The AES Corporation,NYSE:AES,25.95411,20.16698,3.95798,368.8946,78.6732,4.9036,5.967,14.9573,4.2158,0.68214,1.07532
IDEX Corporation,NYSE:IEX,29.31321,35.38,5.73794,42.3636,29.7573,17.0541,14.1185,20.2104,10.3993,1.03354,1.20731
"Qorvo, Inc.",NasdaqGS:QRVO,51.66852,51.70618,2.90688,25.5582,20.3556,8.1929,8.1912,5.7006,4.6891,0.81237,1.10588
"Lamb Weston Holdings, Inc.",NYSE:LW,25.99394,32.23759,133.27636,2611.0509,96.3113,12.7003,10.0424,NM,14.0923,0.32679,0.21606
SVB Financial Group,NasdaqGS:SIVB,10.98091,12.84148,2.07784,0,0,37.1474,31.7681,21.0866,1.8751,1.82287,2.20804
The J. M. Smucker Company,NYSE:SJM,21.89047,19.83611,1.51182,74.4234,42.6682,7.3025,8.0589,6.9294,4.3467,0.43617,0.40793
"J.B. Hunt Transport Services, Inc.",NasdaqGS:JBHT,27.15334,32.16226,5.56083,64.5175,39.2162,5.0961,4.2906,21.5401,8.3039,0.85869,1.11654
American Airlines Group Inc.,NasdaqGS:AAL,7.84677,7.11707,75.90338,21525,99.5375,3.5159,3.8689,NM,4.1637,1.38983,1.64282
"United Rentals, Inc.",NYSE:URI,10.87271,11.97633,3.26371,338.6301,77.2017,12.4551,11.3031,32.8178,7.8371,1.82678,2.69124
Norwegian Cruise Line Holdings Ltd.,NYSE:NCLH,12.39132,20.25159,1.85544,103.8458,50.9433,15.1433,9.2615,15.4522,4.7568,1.08628,1.67668
"Jack Henry & Associates, Inc.",NasdaqGS:JKHY,41.86334,51.35751,7.84828,5.0268,4.7862,17.3765,14.1752,19.5207,10.6334,0.82577,0.89584
Tractor Supply Company,NasdaqGS:TSCO,21.38332,26.71417,7.74342,195.3304,66.1396,6.6923,5.3567,37.1612,10.5526,1.03707,1.01031
Lincoln National Corporation,NYSE:LNC,14.139,17.9028,0.5729,37.7318,27.3951,4.8899,3.8121,4.8646,0.2755,1.5468,1.96366
Allegion plc,NYSE:ALLE,25.66085,36.73992,16.70116,219.3684,68.6882,15.9998,11.1776,70.8167,12.5949,0.98806,1.18229
Jacobs Engineering Group Inc.,NYSE:JEC,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
The Western Union Company,NYSE:WU,10.35087,20.08341,NM,NM,100.5664,21.0731,10.829,NM,7.4915,0.79497,0.81392
"Rollins, Inc.",NYSE:ROL,55.09726,57.89943,13.89877,64.8973,39.3562,10.4164,9.9123,26.4066,13.5642,0.96772,0.30457
Globe Life Inc.,NYSE:GL,15.68716,20.28697,1.53193,21.6683,17.8093,16.573,12.8112,11.4932,2.5393,0.95134,0.96339
Molson Coors Brewing Company,NYSE:TAP,71.93971,16.76993,0.83908,71.5048,41.6926,1.465,6.2802,1.1396,2.861,1.20696,0.73719
"Everest Re Group, Ltd.",NYSE:RE,26.09394,91.44196,1.22093,7.7801,7.2185,5.3561,1.5123,4.8095,0.6273,0.52932,0.25085
LKQ Corporation,NasdaqGS:LKQ,25.52758,23.7916,2.27364,107.4321,51.7914,3.4956,3.7723,9.126,5.0804,1.15122,1.32136
Avery Dennison Corporation,NYSE:AVY,46.72459,24.49358,10.28724,202.7047,66.9645,3.3711,6.4367,22.6372,9.6952,1.12157,1.32104
"PulteGroup, Inc.",NYSE:PHM,12.22857,13.26171,2.09494,59.6201,37.3512,9.0096,8.2216,18.3441,8.1462,0.48678,0.61154
Regency Centers Corporation,NasdaqGS:REG,38.98876,66.06731,1.71751,64.8807,39.3501,23.5959,13.9177,4.3529,2.342,0.5526,0.44721
"Advance Auto Parts, Inc.",NYSE:AAP,25.04955,26.13032,3.08193,92.2839,47.9935,4.581,4.3954,12.4935,4.5401,0.86216,0.8325
Packaging Corporation of America,NYSE:PKG,14.03894,16.46979,3.50677,90.3515,47.4656,10.94,9.2541,27.2781,10.2703,1.18479,1.69672
WestRock Company,NYSE:WRK,12.38138,15.70984,0.91081,86.1142,46.2695,4.7181,3.718,7.4574,3.4106,1.50629,1.66732
Eastman Chemical Company,NYSE:EMN,14.09016,16.2924,1.75056,105.068,51.2357,8.1215,7.0163,12.8475,4.9386,1.34128,1.38983
"PerkinElmer, Inc.",NYSE:PKI,44.81781,52.3179,3.8629,90.448,47.4922,8.2676,7.0764,8.8847,3.93,1.33453,1.29642
"Noble Energy, Inc.",NYSE:NBL,NM,90.36755,1.16122,76.5756,43.367,-24.7915,2.5394,-11.6795,1.8431,1.29251,1.43082
"Huntington Ingalls Industries, Inc.",NYSE:HII,17.29772,23.20264,6.09373,103.0498,50.751,7.0458,5.2527,34.6742,7.1826,1.26875,1.22184
Textron Inc.,NYSE:TXT,12.32944,15.7436,1.89093,81.7498,44.9793,6.4593,5.0721,15.6798,5.1587,1.28291,1.70501
Comerica Incorporated,NYSE:CMA,9.03713,11.11086,1.42875,0,0,37.308,30.3184,16.442,1.7173,1.16355,1.56867
"C.H. Robinson Worldwide, Inc.",NasdaqGS:CHRW,15.86213,19.55667,6.14086,91.1811,47.6935,4.2481,3.4427,41.0539,12.4419,0.78132,0.60663
E*TRADE Financial Corporation,NasdaqGS:ETFC,11.07775,12.45287,1.75144,40.8129,28.9837,35.2645,30.1825,16.944,1.6659,1.37476,1.22388
"Henry Schein, Inc.",NasdaqGS:HSIC,17.60286,19.5081,3.58824,35.7805,26.3517,3.6676,3.9497,20.4396,7.5066,0.91373,0.78024
NiSource Inc.,NYSE:NI,21.69171,NM,2.01437,165.2611,62.3013,9.6844,-0.6672,9.5602,0.9064,0.18751,0.07588
Marathon Oil Corporation,NYSE:MRO,11.44554,21.72851,0.81268,46.7362,31.8504,17.5507,9.2314,7.3205,2.5414,1.39992,2.31408
Mylan N.V.,NasdaqGS:MYL,213.97671,15.66744,0.86854,115.7832,53.6572,0.4171,5.5763,0.4037,3.0923,1.61153,1.71865
Federal Realty Investment Trust,NYSE:FRT,38.88223,69.74666,4.30661,126.9942,55.946,28.0662,15.1115,11.3003,3.3499,0.52254,0.42722
"Mohawk Industries, Inc.",NYSE:MHK,14.33678,17.07648,1.28453,39.8952,28.5179,7.0925,5.931,9.2147,4.622,1.03813,1.29467
"CF Industries Holdings, Inc.",NYSE:CF,20.93161,34.35892,3.3144,87.5022,46.6672,10.4215,6.3396,15.1807,4.5715,1.02468,0.95145
Pinnacle West Capital Corporation,NYSE:PNW,19.40603,27.28275,1.74406,98.0526,49.5083,14.0676,10.0126,9.1766,2.6233,0.12851,0.02661
"NRG Energy, Inc.",NYSE:NRG,18.68518,21.61413,NM,NM,130.3065,10.8442,5.0751,NM,7.0791,0.66374,0.74927
DXC Technology Company,NYSE:DXC,NM,9.02408,1.1169,121.7249,54.899,-6.0399,5.4829,-12.1695,4.2852,1.40552,2.09832
DaVita Inc.,NYSE:DVA,18.99869,21.46393,4.19815,293.8693,74.6108,3.6808,4.8759,20.2725,5.6535,1.57449,1.68065
Iron Mountain Incorporated,NYSE:IRM,23.7471,40.58628,6.22418,661.9364,86.8755,9.3518,5.4644,23.0168,3.803,0.61343,0.5264
Whirlpool Corporation,NYSE:WHR,8.90024,12.83782,3.07031,160.9014,61.6713,5.1505,3.5711,39.5694,3.9501,1.18766,1.74278
Snap-on Incorporated,NYSE:SNA,13.2705,16.78081,2.73866,37.5045,27.2751,17.1735,13.5931,21.5794,10.9485,0.98225,1.22258
"National Oilwell Varco, Inc.",NYSE:NOV,NM,NM,1.11871,40.2263,28.6867,-66.2866,-4.4133,-51.8872,-1.6888,1.26829,1.34352
Coty Inc.,NYSE:COTY,NM,52.697,2.01701,179.7648,64.2556,-43.4556,1.9789,-56.9543,1.9381,1.02033,0.69251
"Fortune Brands Home & Security, Inc.",NYSE:FBHS,22.14905,22.56183,3.84909,107.9,51.8999,7.2268,7.0982,18.085,7.4215,1.30108,1.53083
BorgWarner Inc.,NYSE:BWA,11.90419,13.16643,2.00841,47.2258,32.0771,7.4214,6.7011,17.7323,7.4326,1.26967,1.85058
Kimco Realty Corporation,NYSE:KIM,28.33665,37.97428,1.82438,108.1246,51.9518,33.9461,20.4378,6.1226,2.5121,0.69111,0.57617
Devon Energy Corporation,NYSE:DVN,7.90433,11.24797,1.36781,69.6728,41.063,15.1062,9.1652,16.3471,6.4803,1.47409,2.38546
"The Interpublic Group of Companies, Inc.",NYSE:IPG,13.40432,15.06989,3.52425,197.5525,66.3924,7.5913,6.7705,28.3618,4.7258,1.14029,1.10958
"Abiomed, Inc.",NasdaqGS:ABMD,39.50088,55.12973,8.63387,1.2812,1.265,26.9195,19.2828,24.7495,15.4357,1.7911,0.32536
TechnipFMC plc,NYSE:FTI,NM,80.14612,0.84284,47.9802,32.4234,-17.3813,0.8192,-19.7564,2.3401,1.42944,1.70525
"Zions Bancorporation, National Association",NasdaqGS:ZION,11.63516,13.75941,1.21982,0,0,30.6566,24.7144,11.8018,1.2531,1.11304,1.57713
"Alaska Air Group, Inc.",NYSE:ALK,13.88573,14.45389,1.9808,78.857,44.0894,7.0906,6.8106,15.1933,5.0678,0.85481,0.78655
"F5 Networks, Inc.",NasdaqGS:FFIV,19.49153,24.34186,4.7293,0,0,19.0744,15.2841,28.0758,10.9605,0.92931,1.04496
Ralph Lauren Corporation,NYSE:RL,19.76607,19.0981,2.85921,97.0277,49.2457,7.0808,7.3244,14.1414,6.7823,0.93142,0.9199
"Under Armour, Inc.",NYSE:UAA,76.43898,77.32589,3.97511,60.3589,37.6399,2.1407,2.1278,5.3688,2.9296,1.69652,0.53412
Xerox Holdings Corporation,NYSE:XRX,13.32282,13.18084,1.70345,101.0784,50.2681,7.2821,7.3309,13.1036,4.3564,1.64871,1.79425
HollyFrontier Corporation,NYSE:HFC,10.20369,11.4368,1.35957,44.6903,30.8868,4.8924,4.348,14.1658,7.8134,1.11336,1.4367
Newell Brands Inc.,NasdaqGS:NWL,NM,68.4966,1.94892,168.2355,62.7193,-5.7665,1.4405,-8.1828,1.7297,0.95708,1.04797
"Juniper Networks, Inc.",NYSE:JNPR,22.76511,26.92823,1.76068,40.7397,28.9468,8.3471,7.0629,7.9369,3.5384,0.95602,0.9884
"Assurant, Inc.",NYSE:AIZ,31.55896,25.99094,1.41355,65.013,39.3987,2.8964,3.2859,4.8067,0.8989,0.7839,0.49168
Apartment Investment and Management Company,NYSE:AIV,23.00482,NM,4.5928,230.5249,69.745,38.2689,-1.7391,18.2416,1.8292,0.53085,0.49039
News Corporation,NasdaqGS:NWSA,NM,36.09398,0.89156,29.2705,22.6428,-1.7492,2.1663,-1.9248,1.7796,1.00375,1.47341
A. O. Smith Corporation,NYSE:AOS,19.4656,24.6415,4.60814,22.4006,18.3011,13.2599,10.4647,23.7369,10.4811,1.13061,1.47581
Invesco Ltd.,NYSE:IVZ,14.36787,8.1702,0.79694,18.5799,15.6686,10.0079,15.6358,5.3811,2.3634,1.29379,1.5579
IPG Photonics Corporation,NasdaqGS:IPGP,29.38622,35.31025,3.16373,2.9025,2.8206,19.45,16.1911,11.3492,7.8508,1.56036,2.17798
Pentair plc,NYSE:PNR,21.82194,28.23504,4.02873,64.2925,39.1329,11.9218,9.2268,18.8316,7.1705,1.12945,1.15683
PVH Corp.,NYSE:PVH,11.8713,14.64592,1.25214,84.088,45.6781,6.5705,5.3227,11.03,4.4845,1.32732,1.50201
Apache Corporation,NYSE:APA,NM,NM,1.19293,102.4938,50.6157,-15.3132,-1.0869,-13.7712,1.5944,1.44668,1.91222
Kohl's Corporation,NYSE:KSS,10.85975,11.47766,1.38236,113.9682,53.264,3.4961,3.287,12.9163,5.3002,0.97999,1.02682
"People's United Financial, Inc.",NasdaqGS:PBCT,12.63112,16.02966,0.94115,0,0,29.8957,22.9251,7.9626,1.0727,1.10201,1.24085
The Mosaic Company,NYSE:MOS,NM,23.57881,0.71792,47.3203,32.1207,-0.3646,3.3365,-0.332,2.4801,1.38633,1.61476
"FLIR Systems, Inc.",NasdaqGS:FLIR,27.50137,39.75235,3.83936,42.0086,29.5817,14.5376,10.0143,14.0875,6.541,0.83599,1.16491
Nielsen Holdings plc,NYSE:NLSN,NM,19.44958,3.3286,383.3404,79.3106,-19.4586,5.6999,-40.7647,4.0835,0.99129,0.90911
Perrigo Company plc,NYSE:PRGO,28.93694,42.47055,1.23579,60.7751,37.8013,5.2337,3.5643,4.3175,2.1861,1.58437,1.46787
"Tapestry, Inc.",NYSE:TPR,13.67324,14.71266,2.28181,126.2593,55.8029,9.0126,8.3592,16.9186,7.0792,0.93921,1.03514
"Leggett & Platt, Incorporated",NYSE:LEG,23.90868,28.30471,5.56406,191.5657,65.7024,6.4456,5.4403,24.7862,7.128,1.03587,1.11391
SL Green Realty Corp.,NYSE:SLG,40.98256,68.45991,1.29495,97.6817,49.4136,16.6989,9.1531,3.0781,1.8301,0.82619,1.08155
Albemarle Corporation,NYSE:ALB,11.95536,15.04137,1.77706,51.4712,33.9808,16.2689,12.9384,15.5438,5.9825,1.16991,1.65207
Robert Half International Inc.,NYSE:RHI,15.36405,17.87681,6.10012,24.4755,19.6629,7.5623,6.5031,40.8014,17.8603,1.2061,1.33258
Cabot Oil & Gas Corporation,NYSE:COG,8.42712,10.66546,2.96327,56.8038,36.226,36.9118,29.1714,37.5685,15.4598,0.65324,0.4683
Flowserve Corporation,NYSE:FLS,25.62224,27.73559,3.60965,87.1217,46.5588,6.3925,5.9156,14.7125,5.6772,1.65406,1.7165
"The Gap, Inc.",NYSE:GPS,7.59118,7.62782,1.66998,215.5476,68.309,4.9657,4.9595,22.929,7.503,0.6182,0.71315
Unum Group,NYSE:UNM,5.90845,7.43756,0.62672,36.8661,26.9359,8.8914,7.0683,11.6056,1.4631,1.3082,1.60358
Sealed Air Corporation,NYSE:SEE,16.33846,19.03471,NM,NM,108.2387,7.5539,6.6754,NM,8.0808,0.77162,1.01879
"Nordstrom, Inc.",NYSE:JWN,10.79572,13.08057,6.84996,565.4524,84.9726,3.5681,2.9452,53.7487,5.4434,0.80146,0.67138
Capri Holdings Limited,NYSE:CPRI,17.21312,13.02668,2.40407,189.3864,65.4441,6.0502,7.978,14.701,7.9598,1.04848,0.87875
"Quanta Services, Inc.",NYSE:PWR,17.59448,15.46171,1.47503,55.7052,35.776,2.8131,3.2036,8.8151,4.916,1.32266,1.23382
"Harley-Davidson, Inc.",NYSE:HOG,14.41444,15.64772,3.06337,406.7512,80.2664,7.5548,6.9365,20.5873,3.6999,1.3102,1.16598
Hanesbrands Inc.,NYSE:HBI,9.36178,11.85636,4.40022,352.8994,77.92,8.3452,6.6024,55.4876,7.8118,1.13004,1.14789
"L Brands, Inc.",NYSE:LB,13.42394,7.97846,NM,NM,115.6609,2.8026,4.7333,NM,9.1215,1.089,0.80043
Alliance Data Systems Corporation,NYSE:ADS,7.7535,7.93874,3.24169,1506.3731,93.7747,6.0367,8.9216,37.1848,3.0072,1.25475,1.65361
Cimarex Energy Co.,NYSE:XEC,9.67856,9.83272,1.23038,57.385,36.4615,21.1316,20.3237,13.9192,7.2965,1.23081,1.38444
"H&R Block, Inc.",NYSE:HRB,11.00175,15.07386,NM,NM,103.708,13.2779,10.1923,NM,14.4103,0.71447,0.22639
"Macy's, Inc.",NYSE:M,4.88744,7.01687,0.77288,123.8566,55.3285,3.7879,2.6425,16.4448,3.6939,0.97051,0.61618
"Helmerich & Payne, Inc.",NYSE:HP,NM,34.84601,1.09945,11.9473,10.6723,-1.2026,4.556,-0.8484,2.2949,1.23314,1.6554
"Affiliated Managers Group, Inc.",NYSE:AMG,NM,NM,1.38302,45.0103,31.0394,-7.0313,-7.8374,-4.7277,5.5756,1.39981,1.67197
"TripAdvisor, Inc.",NasdaqGS:TRIP,34.5442,32.72817,2.4557,10.2548,9.301,7.5111,7.9567,7.6375,5.1502,1.59181,1.30293
Macerich Company,NYSE:MAC,47.67352,48.15498,1.41882,187.4837,65.2154,8.2631,8.0652,2.8001,1.9067,0.71496,0.71824
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
